"","Offense","Date","Year","Month","Hour","Weekday","NumCrimes","GroupA","GroupB","Assault","Suspicious_Persons_Activity","ShotsFired_IllegalHunting"
"6471","Suspicious Activity","2021-10-22","2021","October","03","Sun",13,0,1,0,0,0
"6472","Hit and Run","2021-10-22","2021","October","01","Sun",13,0,1,0,0,0
"6473","Hit and Run","2021-10-21","2021","October","22","Sat",13,0,1,0,0,0
"6474","Assault Simple","2021-10-21","2021","October","21","Sat",13,0,1,0,0,0
"6475","Death Investigation - DOA","2021-10-21","2021","October","21","Sat",13,0,1,0,0,0
"6476","Sex Offense - Forcible Sodomy","2021-10-21","2021","October","20","Sat",13,0,1,0,0,0
"6477","Driving Under the Influence","2021-10-21","2021","October","19","Sat",13,0,1,0,0,0
"6478","Larceny - All Other","2021-10-21","2021","October","17","Sat",13,0,1,0,0,0
"6479","Fraud-credit card","2021-10-21","2021","October","17","Sat",13,0,1,0,0,0
"6480","Larceny - Theft from Building","2021-10-21","2021","October","17","Sat",13,0,1,0,0,0
"6481","Suspicious Activity","2021-10-21","2021","October","16","Sat",13,0,1,0,0,0
"6482","Littering/Illegal Dumping","2021-10-21","2021","October","13","Sat",13,0,1,0,0,0
"6483","Hit and Run","2021-10-21","2021","October","11","Sat",13,0,1,0,0,0
"6484","Fraud-credit card","2021-10-21","2021","October","10","Sat",13,0,1,0,0,0
"6485","Shots Fired/Illegal Hunting","2021-10-21","2021","October","03","Sat",13,1,0,0,0,1
"6486","Hit and Run","2021-10-20","2021","October","21","Fri",9,0,1,0,0,0
"6487","Assault Simple","2021-10-20","2021","October","21","Fri",9,0,1,0,0,0
"6488","Larceny - All Other","2021-10-20","2021","October","19","Fri",9,0,1,0,0,0
"6489","Burglary","2021-10-20","2021","October","17","Fri",9,0,1,0,0,0
"6490","Burglary","2021-10-20","2021","October","17","Fri",9,0,1,0,0,0
"6491","Vandalism","2021-10-20","2021","October","15","Fri",9,0,1,0,0,0
"6492","Motor Vehicle Theft","2021-10-20","2021","October","14","Fri",9,0,1,0,0,0
"6493","Hit and Run","2021-10-20","2021","October","12","Fri",9,0,1,0,0,0
"6494","Assault Simple","2021-10-20","2021","October","04","Fri",9,0,1,0,0,0
"6495","Animal Complaint","2021-10-19","2021","October","22","Thurs",10,0,1,0,0,0
"6496","Motor Vehicle Theft","2021-10-19","2021","October","21","Thurs",10,0,1,0,0,0
"6497","Assault Simple","2021-10-19","2021","October","21","Thurs",10,0,1,0,0,0
"6498","Suspicious Activity","2021-10-19","2021","October","21","Thurs",10,0,1,0,0,0
"6499","Larceny - All Other","2021-10-19","2021","October","21","Thurs",10,0,1,0,0,0
"6500","Vandalism","2021-10-19","2021","October","14","Thurs",10,0,1,0,0,0
"6501","Assault Simple","2021-10-19","2021","October","03","Thurs",10,0,1,0,0,0
"6502","Larceny - From Motor Vehicle","2021-10-19","2021","October","03","Thurs",10,0,1,0,0,0
"6503","Assault Simple","2021-10-19","2021","October","02","Thurs",10,0,1,0,0,0
"6504","Larceny - Theft from Building","2021-10-19","2021","October","01","Thurs",10,0,1,0,0,0
"6505","Hit and Run","2021-10-18","2021","October","23","Wed",10,0,1,0,0,0
"6506","Assault Simple","2021-10-18","2021","October","23","Wed",10,0,1,0,0,0
"6507","Hit and Run","2021-10-18","2021","October","22","Wed",10,0,1,0,0,0
"6508","Assault Intimidation","2021-10-18","2021","October","21","Wed",10,0,1,0,0,0
"6509","Unauthorized Use of Motor Veh","2021-10-18","2021","October","19","Wed",10,0,1,0,0,0
"6510","Larceny - All Other","2021-10-18","2021","October","19","Wed",10,0,1,0,0,0
"6511","Vandalism","2021-10-18","2021","October","17","Wed",10,0,1,0,0,0
"6512","Vandalism","2021-10-18","2021","October","15","Wed",10,0,1,0,0,0
"6513","Suspicious Activity","2021-10-18","2021","October","12","Wed",10,0,1,0,0,0
"6514","Vandalism","2021-10-18","2021","October","03","Wed",10,0,1,0,0,0
"6515","Lost/FoundProperty","2021-10-17","2021","October","22","Tues",16,0,1,0,0,0
"6516","Traffic Stops","2021-10-17","2021","October","20","Tues",16,0,1,0,0,0
"6517","Hit and Run","2021-10-17","2021","October","19","Tues",16,0,1,0,0,0
"6518","Larceny - Theft from Building","2021-10-17","2021","October","19","Tues",16,0,1,0,0,0
"6519","Lost/FoundProperty","2021-10-17","2021","October","17","Tues",16,0,1,0,0,0
"6520","Vandalism","2021-10-17","2021","October","16","Tues",16,0,1,0,0,0
"6521","Assault Simple","2021-10-17","2021","October","16","Tues",16,0,1,0,0,0
"6522","Suspicious Activity","2021-10-17","2021","October","15","Tues",16,0,1,0,0,0
"6523","Misc - Criminal Call","2021-10-17","2021","October","10","Tues",16,0,1,0,0,0
"6524","Suspicious Activity","2021-10-17","2021","October","05","Tues",16,0,1,0,0,0
"6525","Assault Simple","2021-10-17","2021","October","05","Tues",16,0,1,0,0,0
"6526","Vandalism","2021-10-17","2021","October","04","Tues",16,0,1,0,0,0
"6527","Assault Simple","2021-10-17","2021","October","03","Tues",16,0,1,0,0,0
"6528","Lost/FoundProperty","2021-10-17","2021","October","02","Tues",16,0,1,0,0,0
"6529","Assist Citizen - Mental/TDO/ECO","2021-10-17","2021","October","02","Tues",16,0,1,0,0,0
"6530","Assault Aggravated","2021-10-17","2021","October","00","Tues",16,0,1,0,0,0
"6531","Hit and Run","2021-10-16","2021","October","23","Mon",11,0,1,0,0,0
"6532","Sex Offense - Forcible Rape","2021-10-16","2021","October","23","Mon",11,0,1,0,0,0
"6533","Hit and Run","2021-10-16","2021","October","21","Mon",11,0,1,0,0,0
"6534","Hit and Run","2021-10-16","2021","October","21","Mon",11,0,1,0,0,0
"6535","Hit and Run","2021-10-16","2021","October","18","Mon",11,0,1,0,0,0
"6536","Assault Simple","2021-10-16","2021","October","06","Mon",11,0,1,0,0,0
"6537","Hit and Run","2021-10-16","2021","October","06","Mon",11,0,1,0,0,0
"6538","Assault Simple","2021-10-16","2021","October","04","Mon",11,0,1,0,0,0
"6539","Suspicious Activity","2021-10-16","2021","October","04","Mon",11,0,1,0,0,0
"6540","Robbery - Strong Arm","2021-10-16","2021","October","02","Mon",11,0,1,0,0,0
"6541","Assault Simple","2021-10-16","2021","October","00","Mon",11,0,1,0,0,0
"6542","Suspicious Person","2021-10-15","2021","October","23","Sun",13,0,1,0,0,0
"6543","Stalking","2021-10-15","2021","October","23","Sun",13,0,1,0,0,0
"6544","Suspicious Activity","2021-10-15","2021","October","22","Sun",13,0,1,0,0,0
"6545","Hit and Run","2021-10-15","2021","October","20","Sun",13,0,1,0,0,0
"6546","Suspicious Activity","2021-10-15","2021","October","17","Sun",13,0,1,0,0,0
"6547","Unauthorized Use of Motor Veh","2021-10-15","2021","October","15","Sun",13,0,1,0,0,0
"6548","Hit and Run","2021-10-15","2021","October","13","Sun",13,0,1,0,0,0
"6549","Assist Citizen - Mental/TDO/ECO","2021-10-15","2021","October","06","Sun",13,0,1,0,0,0
"6550","Disorderly Conduct","2021-10-15","2021","October","05","Sun",13,0,1,0,0,0
"6551","Vandalism","2021-10-15","2021","October","04","Sun",13,0,1,0,0,0
"6552","Suspicious Person","2021-10-15","2021","October","02","Sun",13,0,1,0,0,0
"6553","Prowler - Peeping  Tom","2021-10-15","2021","October","01","Sun",13,0,1,0,0,0
"6554","Larceny - From Motor Vehicle","2021-10-15","2021","October","01","Sun",13,0,1,0,0,0
"6555","Larceny - All Other","2021-10-14","2021","October","19","Sat",10,0,1,0,0,0
"6556","Fraud-credit card","2021-10-14","2021","October","19","Sat",10,0,1,0,0,0
"6557","Lost/FoundProperty","2021-10-14","2021","October","14","Sat",10,0,1,0,0,0
"6558","Larceny - Of Veh Parts/Access","2021-10-14","2021","October","14","Sat",10,0,1,0,0,0
"6559","Domestic Disturbance","2021-10-14","2021","October","11","Sat",10,0,1,0,0,0
"6560","Runaway","2021-10-14","2021","October","05","Sat",10,0,1,0,0,0
"6561","Noise Complaint","2021-10-14","2021","October","04","Sat",10,0,1,0,0,0
"6562","Assault Simple","2021-10-14","2021","October","02","Sat",10,0,1,0,0,0
"6563","Larceny - Theft from Building","2021-10-14","2021","October","00","Sat",10,0,1,0,0,0
"6564","Vandalism","2021-10-14","2021","October","00","Sat",10,0,1,0,0,0
"6565","Lost/FoundProperty","2021-10-13","2021","October","23","Fri",17,0,1,0,0,0
"6566","Larceny - All Other","2021-10-13","2021","October","22","Fri",17,0,1,0,0,0
"6567","Larceny - Shoplifitng","2021-10-13","2021","October","21","Fri",17,0,1,0,0,0
"6568","Fraud-false pretense","2021-10-13","2021","October","21","Fri",17,0,1,0,0,0
"6569","Larceny - From Motor Vehicle","2021-10-13","2021","October","21","Fri",17,0,1,0,0,0
"6570","Larceny - All Other","2021-10-13","2021","October","20","Fri",17,0,1,0,0,0
"6571","Lost/FoundProperty","2021-10-13","2021","October","20","Fri",17,0,1,0,0,0
"6572","Hit and Run","2021-10-13","2021","October","18","Fri",17,0,1,0,0,0
"6573","Larceny - From Motor Vehicle","2021-10-13","2021","October","18","Fri",17,0,1,0,0,0
"6574","Larceny - All Other","2021-10-13","2021","October","17","Fri",17,0,1,0,0,0
"6575","Suspicious Activity","2021-10-13","2021","October","16","Fri",17,0,1,0,0,0
"6576","Larceny - Of Veh Parts/Access","2021-10-13","2021","October","15","Fri",17,0,1,0,0,0
"6577","Larceny - From Motor Vehicle","2021-10-13","2021","October","13","Fri",17,0,1,0,0,0
"6578","Motor Vehicle Theft","2021-10-13","2021","October","11","Fri",17,0,1,0,0,0
"6579","Assault Simple","2021-10-13","2021","October","06","Fri",17,0,1,0,0,0
"6580","Drunkeness DIP","2021-10-13","2021","October","05","Fri",17,0,1,0,0,0
"6581","Weapons Violations","2021-10-13","2021","October","03","Fri",17,0,1,0,0,0
"6582","Driving Under the Influence","2021-10-12","2021","October","23","Thurs",19,0,1,0,0,0
"6583","Motor Vehicle Theft","2021-10-12","2021","October","23","Thurs",19,0,1,0,0,0
"6584","Assault Simple","2021-10-12","2021","October","22","Thurs",19,0,1,0,0,0
"6585","Traffic Stops","2021-10-12","2021","October","20","Thurs",19,0,1,0,0,0
"6586","Larceny - All Other","2021-10-12","2021","October","19","Thurs",19,0,1,0,0,0
"6587","Assault Aggravated","2021-10-12","2021","October","19","Thurs",19,0,1,0,0,0
"6588","Motor Vehicle Theft","2021-10-12","2021","October","18","Thurs",19,0,1,0,0,0
"6589","Fraud-false pretense","2021-10-12","2021","October","17","Thurs",19,0,1,0,0,0
"6590","Larceny - From Motor Vehicle","2021-10-12","2021","October","17","Thurs",19,0,1,0,0,0
"6591","Lost/FoundProperty","2021-10-12","2021","October","16","Thurs",19,0,1,0,0,0
"6592","Larceny - Of Veh Parts/Access","2021-10-12","2021","October","15","Thurs",19,0,1,0,0,0
"6593","Misc - Criminal Call","2021-10-12","2021","October","12","Thurs",19,0,1,0,0,0
"6594","Assault Intimidation","2021-10-12","2021","October","12","Thurs",19,0,1,0,0,0
"6595","Larceny - Of Veh Parts/Access","2021-10-12","2021","October","02","Thurs",19,0,1,0,0,0
"6596","Hit and Run","2021-10-12","2021","October","01","Thurs",19,0,1,0,0,0
"6597","Disorderly Conduct","2021-10-12","2021","October","01","Thurs",19,0,1,0,0,0
"6598","Assist Citizen - Mental/TDO/ECO","2021-10-12","2021","October","00","Thurs",19,0,1,0,0,0
"6599","Assault Intimidation","2021-10-12","2021","October","00","Thurs",19,0,1,0,0,0
"6600","Hit and Run","2021-10-12","2021","October","00","Thurs",19,0,1,0,0,0
"6601","Weapons Violations","2021-10-11","2021","October","22","Wed",18,0,1,0,0,0
"6602","Fraud-credit card","2021-10-11","2021","October","20","Wed",18,0,1,0,0,0
"6603","Larceny - All Other","2021-10-11","2021","October","19","Wed",18,0,1,0,0,0
"6604","Larceny - Of Veh Parts/Access","2021-10-11","2021","October","18","Wed",18,0,1,0,0,0
"6605","Suspicious Activity","2021-10-11","2021","October","18","Wed",18,0,1,0,0,0
"6606","Lost/FoundProperty","2021-10-11","2021","October","18","Wed",18,0,1,0,0,0
"6607","Vandalism","2021-10-11","2021","October","13","Wed",18,0,1,0,0,0
"6608","Larceny - All Other","2021-10-11","2021","October","12","Wed",18,0,1,0,0,0
"6609","Larceny - From Motor Vehicle","2021-10-11","2021","October","12","Wed",18,0,1,0,0,0
"6610","Larceny - From Motor Vehicle","2021-10-11","2021","October","11","Wed",18,0,1,0,0,0
"6611","Vandalism","2021-10-11","2021","October","11","Wed",18,0,1,0,0,0
"6612","Larceny - From Motor Vehicle","2021-10-11","2021","October","10","Wed",18,0,1,0,0,0
"6613","Harassment","2021-10-11","2021","October","10","Wed",18,0,1,0,0,0
"6614","Larceny - All Other","2021-10-11","2021","October","07","Wed",18,0,1,0,0,0
"6615","Suspicious Person","2021-10-11","2021","October","07","Wed",18,0,1,0,0,0
"6616","Vandalism","2021-10-11","2021","October","06","Wed",18,0,1,0,0,0
"6617","Vandalism","2021-10-11","2021","October","01","Wed",18,0,1,0,0,0
"6618","Suspicious Activity","2021-10-11","2021","October","00","Wed",18,0,1,0,0,0
"6619","Misc - Criminal Call","2021-10-10","2021","October","22","Tues",19,0,1,0,0,0
"6620","Larceny - From Motor Vehicle","2021-10-10","2021","October","21","Tues",19,0,1,0,0,0
"6621","Family Offense - Non-Violent","2021-10-10","2021","October","21","Tues",19,0,1,0,0,0
"6622","Larceny - Shoplifitng","2021-10-10","2021","October","20","Tues",19,0,1,0,0,0
"6623","Hit and Run","2021-10-10","2021","October","20","Tues",19,0,1,0,0,0
"6624","Disorderly Conduct","2021-10-10","2021","October","19","Tues",19,0,1,0,0,0
"6625","Animal Complaint","2021-10-10","2021","October","19","Tues",19,0,1,0,0,0
"6626","Larceny - From Motor Vehicle","2021-10-10","2021","October","18","Tues",19,0,1,0,0,0
"6627","Larceny - Of Veh Parts/Access","2021-10-10","2021","October","17","Tues",19,0,1,0,0,0
"6628","Motor Vehicle Theft","2021-10-10","2021","October","15","Tues",19,0,1,0,0,0
"6629","Hit and Run","2021-10-10","2021","October","14","Tues",19,0,1,0,0,0
"6630","Larceny - From Motor Vehicle","2021-10-10","2021","October","14","Tues",19,0,1,0,0,0
"6631","Motor Vehicle Theft","2021-10-10","2021","October","12","Tues",19,0,1,0,0,0
"6632","Motor Vehicle Theft","2021-10-10","2021","October","12","Tues",19,0,1,0,0,0
"6633","Larceny - From Motor Vehicle","2021-10-10","2021","October","12","Tues",19,0,1,0,0,0
"6634","Sex Offense - Forcible Rape","2021-10-10","2021","October","09","Tues",19,0,1,0,0,0
"6635","Larceny - All Other","2021-10-10","2021","October","04","Tues",19,0,1,0,0,0
"6636","Driving Under the Influence","2021-10-10","2021","October","03","Tues",19,0,1,0,0,0
"6637","Assist Citizen - Mental/TDO/ECO","2021-10-10","2021","October","00","Tues",19,0,1,0,0,0
"6638","Larceny - Shoplifitng","2021-10-09","2021","October","23","Mon",16,0,1,0,0,0
"6639","Assault Simple","2021-10-09","2021","October","20","Mon",16,0,1,0,0,0
"6640","Vandalism","2021-10-09","2021","October","18","Mon",16,0,1,0,0,0
"6641","Suspicious Activity","2021-10-09","2021","October","17","Mon",16,0,1,0,0,0
"6642","Domestic Disturbance","2021-10-09","2021","October","17","Mon",16,0,1,0,0,0
"6643","Assault Simple","2021-10-09","2021","October","15","Mon",16,0,1,0,0,0
"6644","Larceny - Shoplifitng","2021-10-09","2021","October","15","Mon",16,0,1,0,0,0
"6645","Suspicious Person","2021-10-09","2021","October","14","Mon",16,0,1,0,0,0
"6646","Larceny - Theft from Building","2021-10-09","2021","October","12","Mon",16,0,1,0,0,0
"6647","Hit and Run","2021-10-09","2021","October","11","Mon",16,0,1,0,0,0
"6648","Shots Fired/Illegal Hunting","2021-10-09","2021","October","06","Mon",16,1,0,0,0,1
"6649","Robbery - Armed","2021-10-09","2021","October","04","Mon",16,0,1,0,0,0
"6650","Shots Fired/Illegal Hunting","2021-10-09","2021","October","03","Mon",16,1,0,0,0,1
"6651","Vandalism","2021-10-09","2021","October","03","Mon",16,0,1,0,0,0
"6652","Assault Simple","2021-10-09","2021","October","01","Mon",16,0,1,0,0,0
"6653","Larceny - From Motor Vehicle","2021-10-09","2021","October","01","Mon",16,0,1,0,0,0
"6654","Assault Intimidation","2021-10-08","2021","October","23","Sun",15,0,1,0,0,0
"6655","Assist Citizen - Mental/TDO/ECO","2021-10-08","2021","October","21","Sun",15,0,1,0,0,0
"6656","Larceny - Shoplifitng","2021-10-08","2021","October","19","Sun",15,0,1,0,0,0
"6657","Larceny - Shoplifitng","2021-10-08","2021","October","19","Sun",15,0,1,0,0,0
"6658","Fraud-false pretense","2021-10-08","2021","October","19","Sun",15,0,1,0,0,0
"6659","Larceny - Of Veh Parts/Access","2021-10-08","2021","October","18","Sun",15,0,1,0,0,0
"6660","Assist Citizen - Mental/TDO/ECO","2021-10-08","2021","October","16","Sun",15,0,1,0,0,0
"6661","Larceny - All Other","2021-10-08","2021","October","16","Sun",15,0,1,0,0,0
"6662","Runaway","2021-10-08","2021","October","15","Sun",15,0,1,0,0,0
"6663","Phone Calls - Threat or Obscene","2021-10-08","2021","October","14","Sun",15,0,1,0,0,0
"6664","Fraud-false pretense","2021-10-08","2021","October","13","Sun",15,0,1,0,0,0
"6665","Shots Fired/Illegal Hunting","2021-10-08","2021","October","05","Sun",15,1,0,0,0,1
"6666","Missing Person-juvenile","2021-10-08","2021","October","02","Sun",15,0,1,0,0,0
"6667","Assault Simple","2021-10-08","2021","October","02","Sun",15,0,1,0,0,0
"6668","Driving Under the Influence","2021-10-08","2021","October","01","Sun",15,0,1,0,0,0
"6669","Hit and Run","2021-10-07","2021","October","23","Sat",15,0,1,0,0,0
"6670","Assist Citizen - Mental/TDO/ECO","2021-10-07","2021","October","23","Sat",15,0,1,0,0,0
"6671","Assault Simple","2021-10-07","2021","October","22","Sat",15,0,1,0,0,0
"6672","Assault Simple","2021-10-07","2021","October","21","Sat",15,0,1,0,0,0
"6673","Larceny - Of Veh Parts/Access","2021-10-07","2021","October","18","Sat",15,0,1,0,0,0
"6674","Vandalism","2021-10-07","2021","October","18","Sat",15,0,1,0,0,0
"6675","Larceny - Of Veh Parts/Access","2021-10-07","2021","October","17","Sat",15,0,1,0,0,0
"6676","Larceny - Shoplifitng","2021-10-07","2021","October","15","Sat",15,0,1,0,0,0
"6677","Drunkeness DIP","2021-10-07","2021","October","14","Sat",15,0,1,0,0,0
"6678","Forgery/Counterfeiting","2021-10-07","2021","October","14","Sat",15,0,1,0,0,0
"6679","Hit and Run","2021-10-07","2021","October","14","Sat",15,0,1,0,0,0
"6680","Fraud-impersonation","2021-10-07","2021","October","13","Sat",15,0,1,0,0,0
"6681","Fraud-false pretense","2021-10-07","2021","October","13","Sat",15,0,1,0,0,0
"6682","Larceny - Shoplifitng","2021-10-07","2021","October","13","Sat",15,0,1,0,0,0
"6683","Motor Vehicle Theft","2021-10-07","2021","October","12","Sat",15,0,1,0,0,0
"6684","Hit and Run","2021-10-06","2021","October","20","Fri",15,0,1,0,0,0
"6685","Lost/FoundProperty","2021-10-06","2021","October","19","Fri",15,0,1,0,0,0
"6686","Lost/FoundProperty","2021-10-06","2021","October","19","Fri",15,0,1,0,0,0
"6687","Hit and Run","2021-10-06","2021","October","17","Fri",15,0,1,0,0,0
"6688","Assault Simple","2021-10-06","2021","October","16","Fri",15,0,1,0,0,0
"6689","Missing Person-adult","2021-10-06","2021","October","15","Fri",15,0,1,0,0,0
"6690","Motor Vehicle Theft","2021-10-06","2021","October","15","Fri",15,0,1,0,0,0
"6691","Weapons Violations","2021-10-06","2021","October","14","Fri",15,0,1,0,0,0
"6692","Warrant Service","2021-10-06","2021","October","13","Fri",15,0,1,0,0,0
"6693","Disturbance - Non Domestic","2021-10-06","2021","October","12","Fri",15,0,1,0,0,0
"6694","Death Investigation - DOA","2021-10-06","2021","October","12","Fri",15,0,1,0,0,0
"6695","Lost/FoundProperty","2021-10-06","2021","October","12","Fri",15,0,1,0,0,0
"6696","Missing Person-juvenile","2021-10-06","2021","October","06","Fri",15,0,1,0,0,0
"6697","Accident Property Damage","2021-10-06","2021","October","03","Fri",15,0,1,0,0,0
